,count
2007-01-01 00:30:00,0
2007-01-01 02:30:00,0
2007-01-01 04:30:00,0
2007-01-01 06:30:00,0
2007-01-01 08:30:00,0
2007-01-01 10:30:00,0
2007-01-01 12:30:00,0
2007-01-01 14:30:00,0
2007-01-01 16:30:00,0
2007-01-01 18:30:00,0
2007-01-01 20:30:00,0
2007-01-01 22:30:00,0
2007-01-02 00:30:00,0
2007-01-02 02:30:00,0
2007-01-02 04:30:00,0
2007-01-02 06:30:00,0
2007-01-02 08:30:00,0
2007-01-02 10:30:00,0
2007-01-02 12:30:00,0
2007-01-02 14:30:00,0
2007-01-02 16:30:00,0
2007-01-02 18:30:00,0
2007-01-02 20:30:00,0
2007-01-02 22:30:00,0
2007-01-03 00:30:00,0
2007-01-03 02:30:00,0
2007-01-03 04:30:00,0
2007-01-03 06:30:00,0
2007-01-03 08:30:00,0
2007-01-03 10:30:00,0
2007-01-03 12:30:00,0
2007-01-03 14:30:00,0
2007-01-03 16:30:00,0
2007-01-03 18:30:00,0
2007-01-03 20:30:00,0
2007-01-03 22:30:00,0
2007-01-04 00:30:00,0
2007-01-04 02:30:00,0
2007-01-04 04:30:00,0
2007-01-04 06:30:00,0
2007-01-04 08:30:00,0
2007-01-04 10:30:00,0
2007-01-04 12:30:00,0
2007-01-04 14:30:00,0
2007-01-04 16:30:00,0
2007-01-04 18:30:00,0
2007-01-04 20:30:00,0
2007-01-04 22:30:00,0
2007-01-05 00:30:00,0
2007-01-05 02:30:00,0
2007-01-05 04:30:00,0
2007-01-05 06:30:00,0
2007-01-05 08:30:00,0
2007-01-05 10:30:00,0
2007-01-05 12:30:00,0
2007-01-05 14:30:00,0
2007-01-05 16:30:00,0
2007-01-05 18:30:00,0
2007-01-05 20:30:00,0
2007-01-05 22:30:00,0
2007-01-06 00:30:00,0
2007-01-06 02:30:00,0
2007-01-06 04:30:00,0
2007-01-06 06:30:00,0
2007-01-06 08:30:00,0
2007-01-06 10:30:00,0
2007-01-06 12:30:00,0
2007-01-06 14:30:00,0
2007-01-06 16:30:00,0
2007-01-06 18:30:00,0
2007-01-06 20:30:00,0
2007-01-06 22:30:00,0
2007-01-07 00:30:00,0
2007-01-07 02:30:00,2
2007-01-07 04:30:00,2
2007-01-07 06:30:00,2
2007-01-07 08:30:00,2
2007-01-07 10:30:00,2
2007-01-07 12:30:00,2
2007-01-07 14:30:00,2
2007-01-07 16:30:00,2
2007-01-07 18:30:00,2
2007-01-07 20:30:00,2
2007-01-07 22:30:00,7
2007-01-08 00:30:00,9
2007-01-08 02:30:00,12
2007-01-08 04:30:00,15
2007-01-08 06:30:00,16
2007-01-08 08:30:00,18
2007-01-08 10:30:00,19
2007-01-08 12:30:00,28
2007-01-08 14:30:00,39
2007-01-08 16:30:00,46
2007-01-08 18:30:00,57
2007-01-08 20:30:00,65
2007-01-08 22:30:00,67
2007-01-09 00:30:00,67
2007-01-09 02:30:00,64
2007-01-09 04:30:00,68
2007-01-09 06:30:00,70
2007-01-09 08:30:00,69
2007-01-09 10:30:00,69
2007-01-09 12:30:00,71
2007-01-09 14:30:00,72
2007-01-09 16:30:00,78
2007-01-09 18:30:00,78
2007-01-09 20:30:00,82
2007-01-09 22:30:00,83
2007-01-10 00:30:00,94
2007-01-10 02:30:00,94
2007-01-10 04:30:00,100
2007-01-10 06:30:00,105
2007-01-10 08:30:00,105
2007-01-10 10:30:00,105
2007-01-10 12:30:00,107
2007-01-10 14:30:00,105
2007-01-10 16:30:00,109
2007-01-10 18:30:00,112
2007-01-10 20:30:00,110
2007-01-10 22:30:00,117
2007-01-11 00:30:00,112
2007-01-11 02:30:00,110
2007-01-11 04:30:00,115
2007-01-11 06:30:00,116
2007-01-11 08:30:00,116
2007-01-11 10:30:00,112
2007-01-11 12:30:00,117
2007-01-11 14:30:00,115
2007-01-11 16:30:00,114
2007-01-11 18:30:00,118
2007-01-11 20:30:00,123
2007-01-11 22:30:00,125
2007-01-12 00:30:00,124
2007-01-12 02:30:00,125
2007-01-12 04:30:00,131
2007-01-12 06:30:00,130
2007-01-12 08:30:00,134
2007-01-12 10:30:00,139
2007-01-12 12:30:00,143
2007-01-12 14:30:00,146
2007-01-12 16:30:00,147
2007-01-12 18:30:00,147
2007-01-12 20:30:00,146
2007-01-12 22:30:00,145
2007-01-13 00:30:00,145
2007-01-13 02:30:00,145
2007-01-13 04:30:00,145
2007-01-13 06:30:00,152
2007-01-13 08:30:00,158
2007-01-13 10:30:00,159
2007-01-13 12:30:00,161
2007-01-13 14:30:00,162
2007-01-13 16:30:00,171
2007-01-13 18:30:00,183
2007-01-13 20:30:00,182
2007-01-13 22:30:00,182
2007-01-14 00:30:00,182
2007-01-14 02:30:00,184
2007-01-14 04:30:00,183
2007-01-14 06:30:00,187
2007-01-14 08:30:00,192
2007-01-14 10:30:00,197
2007-01-14 12:30:00,193
2007-01-14 14:30:00,192
2007-01-14 16:30:00,187
2007-01-14 18:30:00,188
2007-01-14 20:30:00,190
2007-01-14 22:30:00,176
2007-01-15 00:30:00,164
2007-01-15 02:30:00,152
2007-01-15 04:30:00,149
2007-01-15 06:30:00,148
2007-01-15 08:30:00,155
2007-01-15 10:30:00,158
2007-01-15 12:30:00,152
2007-01-15 14:30:00,152
2007-01-15 16:30:00,150
2007-01-15 18:30:00,151
2007-01-15 20:30:00,150
2007-01-15 22:30:00,150
2007-01-16 00:30:00,139
2007-01-16 02:30:00,135
2007-01-16 04:30:00,132
2007-01-16 06:30:00,128
2007-01-16 08:30:00,131
2007-01-16 10:30:00,129
2007-01-16 12:30:00,123
2007-01-16 14:30:00,121
2007-01-16 16:30:00,120
2007-01-16 18:30:00,123
2007-01-16 20:30:00,123
2007-01-16 22:30:00,124
2007-01-17 00:30:00,129
2007-01-17 02:30:00,130
2007-01-17 04:30:00,134
2007-01-17 06:30:00,139
2007-01-17 08:30:00,147
2007-01-17 10:30:00,150
2007-01-17 12:30:00,146
2007-01-17 14:30:00,143
2007-01-17 16:30:00,143
2007-01-17 18:30:00,143
2007-01-17 20:30:00,153
2007-01-17 22:30:00,149
2007-01-18 00:30:00,154
2007-01-18 02:30:00,153
2007-01-18 04:30:00,145
2007-01-18 06:30:00,144
2007-01-18 08:30:00,144
2007-01-18 10:30:00,150
2007-01-18 12:30:00,156
2007-01-18 14:30:00,151
2007-01-18 16:30:00,148
2007-01-18 18:30:00,163
2007-01-18 20:30:00,162
2007-01-18 22:30:00,167
2007-01-19 00:30:00,172
2007-01-19 02:30:00,177
2007-01-19 04:30:00,163
2007-01-19 06:30:00,156
2007-01-19 08:30:00,161
2007-01-19 10:30:00,181
2007-01-19 12:30:00,187
2007-01-19 14:30:00,177
2007-01-19 16:30:00,185
2007-01-19 18:30:00,190
2007-01-19 20:30:00,196
2007-01-19 22:30:00,191
2007-01-20 00:30:00,197
2007-01-20 02:30:00,197
2007-01-20 04:30:00,193
2007-01-20 06:30:00,194
2007-01-20 08:30:00,186
2007-01-20 10:30:00,187
2007-01-20 12:30:00,203
2007-01-20 14:30:00,216
2007-01-20 16:30:00,220
2007-01-20 18:30:00,219
2007-01-20 20:30:00,218
2007-01-20 22:30:00,224
2007-01-21 00:30:00,226
2007-01-21 02:30:00,225
2007-01-21 04:30:00,232
2007-01-21 06:30:00,225
2007-01-21 08:30:00,230
2007-01-21 10:30:00,246
2007-01-21 12:30:00,256
2007-01-21 14:30:00,252
2007-01-21 16:30:00,250
2007-01-21 18:30:00,248
2007-01-21 20:30:00,260
2007-01-21 22:30:00,275
2007-01-22 00:30:00,280
2007-01-22 02:30:00,286
2007-01-22 04:30:00,288
2007-01-22 06:30:00,283
2007-01-22 08:30:00,285
2007-01-22 10:30:00,289
2007-01-22 12:30:00,301
2007-01-22 14:30:00,309
2007-01-22 16:30:00,309
2007-01-22 18:30:00,312
2007-01-22 20:30:00,311
2007-01-22 22:30:00,317
2007-01-23 00:30:00,327
2007-01-23 02:30:00,325
2007-01-23 04:30:00,328
2007-01-23 06:30:00,327
2007-01-23 08:30:00,331
2007-01-23 10:30:00,340
2007-01-23 12:30:00,346
2007-01-23 14:30:00,354
2007-01-23 16:30:00,348
2007-01-23 18:30:00,342
2007-01-23 20:30:00,337
2007-01-23 22:30:00,329
2007-01-24 00:30:00,351
2007-01-24 02:30:00,352
2007-01-24 04:30:00,348
2007-01-24 06:30:00,341
2007-01-24 08:30:00,335
2007-01-24 10:30:00,327
2007-01-24 12:30:00,335
2007-01-24 14:30:00,346
2007-01-24 16:30:00,348
2007-01-24 18:30:00,347
2007-01-24 20:30:00,348
2007-01-24 22:30:00,336
2007-01-25 00:30:00,340
2007-01-25 02:30:00,350
2007-01-25 04:30:00,358
2007-01-25 06:30:00,350
2007-01-25 08:30:00,341
2007-01-25 10:30:00,340
2007-01-25 12:30:00,339
2007-01-25 14:30:00,354
2007-01-25 16:30:00,361
2007-01-25 18:30:00,359
2007-01-25 20:30:00,355
2007-01-25 22:30:00,348
2007-01-26 00:30:00,339
2007-01-26 02:30:00,335
2007-01-26 04:30:00,349
2007-01-26 06:30:00,355
2007-01-26 08:30:00,343
2007-01-26 10:30:00,335
2007-01-26 12:30:00,338
2007-01-26 14:30:00,344
2007-01-26 16:30:00,352
2007-01-26 18:30:00,342
2007-01-26 20:30:00,343
2007-01-26 22:30:00,330
2007-01-27 00:30:00,317
2007-01-27 02:30:00,307
2007-01-27 04:30:00,314
2007-01-27 06:30:00,323
2007-01-27 08:30:00,327
2007-01-27 10:30:00,315
2007-01-27 12:30:00,306
2007-01-27 14:30:00,303
2007-01-27 16:30:00,303
2007-01-27 18:30:00,311
2007-01-27 20:30:00,325
2007-01-27 22:30:00,332
2007-01-28 00:30:00,331
2007-01-28 02:30:00,328
2007-01-28 04:30:00,349
2007-01-28 06:30:00,353
2007-01-28 08:30:00,362
2007-01-28 10:30:00,358
2007-01-28 12:30:00,354
2007-01-28 14:30:00,353
2007-01-28 16:30:00,354
2007-01-28 18:30:00,357
2007-01-28 20:30:00,364
2007-01-28 22:30:00,371
2007-01-29 00:30:00,376
2007-01-29 02:30:00,375
2007-01-29 04:30:00,378
2007-01-29 06:30:00,390
2007-01-29 08:30:00,385
2007-01-29 10:30:00,364
2007-01-29 12:30:00,349
2007-01-29 14:30:00,332
2007-01-29 16:30:00,326
2007-01-29 18:30:00,328
2007-01-29 20:30:00,324
2007-01-29 22:30:00,325
2007-01-30 00:30:00,341
2007-01-30 02:30:00,349
2007-01-30 04:30:00,365
2007-01-30 06:30:00,357
2007-01-30 08:30:00,356
2007-01-30 10:30:00,336
2007-01-30 12:30:00,318
2007-01-30 14:30:00,316
2007-01-30 16:30:00,318
2007-01-30 18:30:00,309
2007-01-30 20:30:00,307
2007-01-30 22:30:00,319
2007-01-31 00:30:00,327
2007-01-31 02:30:00,342
2007-01-31 04:30:00,338
2007-01-31 06:30:00,344
2007-01-31 08:30:00,335
2007-01-31 10:30:00,327
2007-01-31 12:30:00,323
2007-01-31 14:30:00,311
2007-01-31 16:30:00,306
2007-01-31 18:30:00,300
2007-01-31 20:30:00,306
2007-01-31 22:30:00,307
2007-02-01 00:30:00,320
2007-02-01 02:30:00,328
2007-02-01 04:30:00,340
2007-02-01 06:30:00,347
2007-02-01 08:30:00,340
2007-02-01 10:30:00,328
2007-02-01 12:30:00,314
2007-02-01 14:30:00,309
2007-02-01 16:30:00,309
2007-02-01 18:30:00,316
2007-02-01 20:30:00,323
2007-02-01 22:30:00,320
2007-02-02 00:30:00,329
2007-02-02 02:30:00,342
2007-02-02 04:30:00,352
2007-02-02 06:30:00,346
2007-02-02 08:30:00,349
2007-02-02 10:30:00,344
2007-02-02 12:30:00,331
2007-02-02 14:30:00,312
2007-02-02 16:30:00,313
2007-02-02 18:30:00,323
2007-02-02 20:30:00,324
2007-02-02 22:30:00,322
2007-02-03 00:30:00,323
2007-02-03 02:30:00,332
2007-02-03 04:30:00,334
2007-02-03 06:30:00,342
2007-02-03 08:30:00,332
2007-02-03 10:30:00,333
2007-02-03 12:30:00,338
2007-02-03 14:30:00,333
2007-02-03 16:30:00,330
2007-02-03 18:30:00,330
2007-02-03 20:30:00,334
2007-02-03 22:30:00,335
2007-02-04 00:30:00,327
2007-02-04 02:30:00,328
2007-02-04 04:30:00,338
2007-02-04 06:30:00,348
2007-02-04 08:30:00,347
2007-02-04 10:30:00,350
2007-02-04 12:30:00,346
2007-02-04 14:30:00,343
2007-02-04 16:30:00,342
2007-02-04 18:30:00,345
2007-02-04 20:30:00,343
2007-02-04 22:30:00,341
2007-02-05 00:30:00,342
2007-02-05 02:30:00,330
2007-02-05 04:30:00,346
2007-02-05 06:30:00,347
2007-02-05 08:30:00,343
2007-02-05 10:30:00,348
2007-02-05 12:30:00,349
2007-02-05 14:30:00,345
2007-02-05 16:30:00,346
2007-02-05 18:30:00,343
2007-02-05 20:30:00,337
2007-02-05 22:30:00,333
2007-02-06 00:30:00,332
2007-02-06 02:30:00,330
2007-02-06 04:30:00,337
2007-02-06 06:30:00,336
2007-02-06 08:30:00,337
2007-02-06 10:30:00,346
2007-02-06 12:30:00,345
2007-02-06 14:30:00,349
2007-02-06 16:30:00,351
2007-02-06 18:30:00,357
2007-02-06 20:30:00,352
2007-02-06 22:30:00,354
2007-02-07 00:30:00,360
2007-02-07 02:30:00,360
2007-02-07 04:30:00,358
2007-02-07 06:30:00,361
2007-02-07 08:30:00,359
2007-02-07 10:30:00,365
2007-02-07 12:30:00,373
2007-02-07 14:30:00,381
2007-02-07 16:30:00,373
2007-02-07 18:30:00,379
2007-02-07 20:30:00,383
2007-02-07 22:30:00,381
2007-02-08 00:30:00,386
2007-02-08 02:30:00,393
2007-02-08 04:30:00,397
2007-02-08 06:30:00,404
2007-02-08 08:30:00,409
2007-02-08 10:30:00,408
2007-02-08 12:30:00,418
2007-02-08 14:30:00,424
2007-02-08 16:30:00,427
2007-02-08 18:30:00,432
2007-02-08 20:30:00,441
2007-02-08 22:30:00,434
2007-02-09 00:30:00,436
2007-02-09 02:30:00,439
