,count
2010-01-01 00:30:00,659
2010-01-01 02:30:00,661
2010-01-01 04:30:00,659
2010-01-01 06:30:00,668
2010-01-01 08:30:00,658
2010-01-01 10:30:00,670
2010-01-01 12:30:00,671
2010-01-01 14:30:00,671
2010-01-01 16:30:00,672
2010-01-01 18:30:00,668
2010-01-01 20:30:00,667
2010-01-01 22:30:00,672
2010-01-02 00:30:00,661
2010-01-02 02:30:00,673
2010-01-02 04:30:00,673
2010-01-02 06:30:00,675
2010-01-02 08:30:00,664
2010-01-02 10:30:00,671
2010-01-02 12:30:00,678
2010-01-02 14:30:00,660
2010-01-02 16:30:00,668
2010-01-02 18:30:00,667
2010-01-02 20:30:00,664
2010-01-02 22:30:00,668
2010-01-03 00:30:00,660
2010-01-03 02:30:00,650
2010-01-03 04:30:00,662
2010-01-03 06:30:00,650
2010-01-03 08:30:00,648
2010-01-03 10:30:00,645
2010-01-03 12:30:00,658
2010-01-03 14:30:00,664
2010-01-03 16:30:00,664
2010-01-03 18:30:00,660
2010-01-03 20:30:00,655
2010-01-03 22:30:00,662
2010-01-04 00:30:00,651
2010-01-04 02:30:00,644
2010-01-04 04:30:00,642
2010-01-04 06:30:00,636
2010-01-04 08:30:00,629
2010-01-04 10:30:00,636
2010-01-04 12:30:00,635
2010-01-04 14:30:00,651
2010-01-04 16:30:00,649
2010-01-04 18:30:00,640
2010-01-04 20:30:00,624
2010-01-04 22:30:00,625
2010-01-05 00:30:00,631
2010-01-05 02:30:00,629
2010-01-05 04:30:00,626
2010-01-05 06:30:00,626
2010-01-05 08:30:00,622
2010-01-05 10:30:00,613
2010-01-05 12:30:00,622
2010-01-05 14:30:00,623
2010-01-05 16:30:00,617
2010-01-05 18:30:00,615
2010-01-05 20:30:00,615
2010-01-05 22:30:00,627
2010-01-06 00:30:00,610
2010-01-06 02:30:00,618
2010-01-06 04:30:00,614
2010-01-06 06:30:00,622
2010-01-06 08:30:00,620
2010-01-06 10:30:00,628
2010-01-06 12:30:00,621
2010-01-06 14:30:00,629
2010-01-06 16:30:00,625
2010-01-06 18:30:00,617
2010-01-06 20:30:00,622
2010-01-06 22:30:00,611
2010-01-07 00:30:00,618
2010-01-07 02:30:00,616
2010-01-07 04:30:00,609
2010-01-07 06:30:00,614
2010-01-07 08:30:00,615
2010-01-07 10:30:00,615
2010-01-07 12:30:00,615
2010-01-07 14:30:00,626
